label,city,state,lon,lat,m4m,m4w,w4m,w4w,k1,c1,k2,c2,k3,c3,k4,c4,k5,c5
city,northwest OK,OK,-97.78122,34.914788,0,0,0,37,couple looking,2,female friend,2,looking open,2,mined bi,2,open mined,2
city,pullman / moscow,WA,-117.644337,46.838747,0,36,0,37,the one,3,for friends,2,for fwb,2,gay or,2,or straight,2
city,holland,MI,-86.121901,42.924578,12,31,10,85,a friend,6,family mw4w,3,for something,3,friend or,3,maybe more,3
city,western IL,IL,-87.98046,41.743437,16,22,6,37,maybe more,3,something real,3,18 year,2,being hurt,2,first time,2
city,youngstown,OH,-80.802854,41.017082,64,127,51,22,i want,6,want to,6,a friend,5,a good,4,for ltr,4
city,fort dodge,IA,-94.166587,42.438596,31,14,10,52,a friend,2,a good,2,a woman,2,as friends,2,for femme,2
city,knoxville,TN,-83.750258,35.935134,651,505,96,64,to suck,41,a good,29,want to,18,i want,17,lookin for,17
city,rapid city / west SD,SD,no_lon_found,no_lat_found,0,38,38,0,a good,3,a movie,2,country girl,2,don t,2,going to,2
city,prescott,AZ,-112.397730,34.706724,0,38,0,0,a friend,2,could use,2,guy new,2,use a,2,59 swm,1
city,klamath falls,OR,-121.685853,42.61276,43,25,29,32,i m,4,older women,3,a friend,2,a good,2,a special,2
city,charlotte,NC,-80.804151,35.26002,2601,1172,342,123,to suck,74,want to,59,seeking a,46,for fun,45,guy looking,44
city,siskiyou county,CA,no_lon_found,no_lat_found,0,0,0,37,a girl,2,new friends,2,new to,2,seeking new,2,a friend,1
city,boston,MA,-70.919635,42.338947,1167,346,60,34,want to,31,to suck,29,guy looking,25,for fun,24,now m4m,19
city,tuscaloosa,AL,-87.585902,33.307222,56,51,24,50,sexy female,4,a sexy,3,and fun,3,bottom for,3,for friend,3
city,heartland florida,FL,-83.361506,30.498591,21,18,6,1,a long,3,hosting for,3,long term,3,searching for,3,a bbw,2
city,central michigan,MI,-82.695467,43.075152,11,61,26,77,a girl,4,the one,4,a good,3,for something,3,i m,3
city,rochester,NY,-77.684264,43.286024,0,37,0,37,something new,3,asian woman,2,femme looking,2,for friends,2,love adventures,2
city,abilene,TX,-99.711665,32.466474,39,69,16,68,a gf,4,guy looking,3,i want,3,lookin for,3,stud looking,3
city,san diego,CA,-117.191848,32.751575,637,322,37,0,i want,19,to suck,18,want to,16,guy looking,15,i m,15
city,lafayette / west lafayette,IN,-86.888066,40.322769,87,107,45,48,something real,6,for something,5,for fun,4,guy looking,4,man looking,4
city,montgomery,AL,-86.208528,32.233377,36,73,0,39,for young,3,let s,3,older woman,3,sexy female,3,white male,3
city,santa maria,CA,-120.495723,34.953532,37,38,0,39,good looking,3,a good,2,curious latina,2,dude like,2,for bi,2
city,grand rapids,MI,-85.550267,43.031413,136,345,69,68,maybe more,12,for someone,10,i m,10,long term,10,guy looking,9
city,fort smith,AR,-94.23816,35.191046,43,104,29,31,i want,5,looking 4,5,a ltr,4,for love,4,some fun,4
city,peoria,IL,-89.718401,40.744179,39,77,40,40,a good,4,a friend,3,a relationship,3,calling all,3,country boy,3
city,grand island,NE,-98.521343,40.872531,15,31,18,74,a friend,3,for fun,3,for long,3,for something,3,friend maybe,3
city,jersey shore,NJ,-74.322892,40.651242,483,229,38,19,want to,19,to suck,16,swallow your,14,each other,13,jo touch,13
city,clovis / portales,NM,-103.391269,34.628472,,12,10,68,a gf,3,couple looking,3,a girl,2,a good,2,a relationship,2
city,victoria,TX,-97.033759,28.752488,10,32,12,1,maybe more,3,free blow,2,i want,2,a cummins,1,a drink,1
city,flagstaff / sedona,AZ,-112.052427,35.630842,80,56,14,7,dl native,4,guy seeking,3,looking 4,3,2 great,2,4 lover,2
city,wichita falls,TX,-98.576573,33.87121,11,54,17,3,a good,3,for ltr,3,a country,2,attractive and,2,best friend,2
city,eastern shore,MD,-76.703971,38.276828,116,130,17,11,for fun,6,to suck,6,a date,5,a ltr,5,fun m4m,5
city,deep east texas,TX,-96.777626,32.767268,27,40,19,74,want to,7,a real,4,bi curious,4,country girl,4,i want,4
city,battle creek,MI,-85.004511,42.246402,16,21,15,81,for something,6,a friend,5,family mw4w,4,our family,4,something real,4
city,mobile,AL,-88.226989,30.666959,77,154,40,0,bi bottom,10,bottom looking,9,for ltr,7,for someone,6,want to,5
city,frederick,MD,-77.392139,39.469961,52,78,23,4,bottom m4m,4,cock tall,4,guy looking,4,handsome jock,4,huge cock,4
city,los angeles,CA,-118.298662,33.786594,3546,1027,180,109,to suck,106,want to,78,guy looking,72,i m,59,i want,50
city,high rockies,CO,-105.172429,39.863369,71,60,5,12,want to,6,guy looking,4,a good,3,bi guy,3,discreet bi,3
city,monterey bay,CA,-118.298662,33.786594,263,148,0,0,seeking a,11,masculine bottoms,8,male looking,7,a top,6,for masculine,6
city,madison,WI,-89.423861,43.06956,214,338,75,39,straight guy,11,a straight,10,for fun,10,guy looking,9,to suck,9
city,bellingham,WA,-121.988548,48.814753,28,115,38,20,a nice,4,guy looking,4,year old,4,30 year,3,for ltr,3
city,hudson valley,NY,-73.468589,43.203596,407,341,69,41,seeking a,15,to suck,14,want to,12,for ltr,10,searching for,9
city,sarasota-bradenton,FL,-82.528488,27.331628,256,295,38,0,man with,14,seeking a,13,southern charm,13,southern man,13,to suck,13
city,maine,ME,-70.791727,43.77397,534,500,81,0,want to,24,for fun,17,seeking a,15,fun m4m,14,to suck,13
city,cookeville,TN,-85.469451,36.182723,15,41,19,18,hosting in,3,in mcminnville,3,a good,2,a real,2,and more,2
city,lansing,MI,-84.371973,42.599184,94,139,57,66,to suck,8,cock to,7,want to,7,a white,6,cant i,6
city,parkersburg-marietta,WV,-81.497865,39.218276,37,0,0,0,for fun,3,for same,2,fwb m4m,2,needs a,2,4 bbc,1
city,southwest VA,VA,-77.860127,38.853723,16,29,24,49,a friend,4,for love,4,with benefits,4,needing to,3,something new,3
city,hilton head,SC,-81.270211,34.41478,28,33,30,32,cum together,4,together m4m,4,big cocks,3,i want,3,white male,3
city,boulder,CO,-105.373507,40.087835,106,158,29,15,for someone,8,i want,7,someone to,7,want to,7,guy looking,6
city,show low,AZ,-110.035185,34.298092,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
city,florence / muscle shoals,AL,-87.794596,34.900446,,43,21,11,bottom m4m,3,a date,2,a good,2,bdsm enjoyment,2,blow job,2
city,new york city,NY,-73.977182,40.780751,4133,,293,,to suck,101,want to,73,guy looking,56,top looking,52,bottom looking,50
city,dayton / springfield,OH,-84.268593,39.750471,318,391,101,36,a friend,14,for fun,10,seeking a,10,a good,9,black or,9
city,lewiston / clarkston,ID,-116.860852,46.3646,6,23,4,68,for friends,3,the one,3,a girl,2,for fun,2,for fwb,2
city,rhode island,RI,-71.2704,41.678378,1204,532,75,0,to suck,37,guy looking,33,want to,33,for fun,24,i want,17
city,st louis,MO,-91.321404,38.632726,2804,1522,371,135,want to,85,to suck,77,i want,57,guy looking,47,fun now,43
city,south coast,MA,no_lon_found,no_lat_found,35,109,38,0,seeking a,5,a good,3,college age,3,guy for,3,i m,3
city,wilmington,NC,-77.91859,34.127458,81,189,63,20,seeking a,8,or bi,7,out there,7,str8 or,7,i want,6
city,lexington,KY,-84.471505,38.028269,296,347,79,32,to suck,18,for bbc,16,latino looking,16,a good,13,for fun,13
city,terre haute,IN,-87.410094,39.433602,25,36,37,56,a good,5,looking 4,5,i want,4,for fwb,3,good man,3
city,kirksville,MO,-92.609514,40.165717,3,8,4,61,a woman,4,i m,4,a friend,2,cuddle buddy,2,fun w4w,2
city,northern WI,WI,-87.973717,43.658488,0,37,0,38,lookin for,3,searching for,3,single father,3,a good,2,fisting partner,2
city,northwest KS,KS,-95.299014,38.213685,0,0,0,38,something real,3,a girl,2,girl to,2,skype with,2,something new,2
city,kalamazoo,MI,,,36,84,26,79,for something,5,a friend,4,for ltr,4,family mw4w,3,friend or,3
city,odessa / midland,TX,-102.566993,31.746572,76,153,40,39,to suck,9,a good,6,a real,6,some cock,6,for fun,5
city,mcallen / edinburg,TX,-98.224206,26.409709,267,224,80,40,a good,10,for fun,9,someone to,8,for someone,7,i want,6
city,roseburg,OR,-123.360805,43.053573,0,37,0,39,maybe more,4,i m,3,4 a,2,country girl,2,friends maybe,2
city,hattiesburg,MS,-89.294772,31.172142,27,52,37,47,for someone,3,for something,3,out there,3,something real,3,want to,3
city,lancaster,PA,-76.297582,40.0185,83,150,37,8,a good,9,for fun,6,am suppossed,4,attention right,4,divorced dad,4
city,ocala,FL,-82.087458,29.240728,75,151,39,0,for fun,8,around ocala,6,fun female,6,female around,5,for ltr,5
city,southern WV,WV,-81.117475,37.379876,10,27,19,40,a good,4,lookin for,3,a fwb,2,a little,2,a woman,2
city,medford-ashland,OR,-122.793659,42.322392,39,153,0,39,a good,5,tired of,5,i m,4,best friend,3,for something,3
city,scottsbluff / panhandle,NE,-103.707260,41.851012,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
city,yuba-sutter,CA,no_lon_found,no_lat_found,18,30,13,9,a fwb,2,and horny,2,country girl,2,drinking buddy,2,older women,2
city,st joseph,MO,-90.630576,38.512803,20,37,12,51,a friend,4,a woman,3,best friend,3,for something,3,hang out,3
city,anchorage / mat-su,AK,-149.440311,61.108864,138,273,77,22,want to,7,a friend,6,for ltr,6,i m,6,a ltr,5
city,toledo,OH,-83.658937,41.653788,174,248,63,26,guy looking,9,seeking a,9,to suck,8,for someone,7,for friends,6
city,reading,PA,-75.984901,40.407173,75,117,0,0,i m,6,for ltr,4,for younger,4,m looking,4,23 m,2
city,yuma,AZ,-114.074901,32.751632,50,53,16,1,a friend,4,para algo,4,algo casual,3,busca chica,3,caliente para,3
city,zanesville / cambridge,OH,-81.962539,39.961236,14,22,14,70,a girl,3,bbw looking,3,for something,3,let s,3,a female,2
city,nashville,TN,-86.785248,36.186605,2747,989,191,75,to suck,92,want to,77,guy looking,56,i want,56,let s,47
city,boise,ID,-116.243984,43.459855,269,436,124,62,out there,16,want to,16,let s,9,in boise,8,the one,8
city,butte,MT,-112.736528,45.939758,67,11,49,25,a girl,5,a man,3,for friendship,3,for love,3,lets have,3
city,ames,IA,-93.647237,42.045748,25,36,14,45,to play,4,let s,3,play with,3,someone to,3,the real,3
city,inland empire,CA,-118.298662,33.786594,4668,1711,307,165,to suck,204,want to,128,i want,105,guy looking,96,i host,89
city,killeen / temple / ft hood,TX,-97.590787,31.043013,144,283,111,35,want to,14,long term,13,i want,11,a good,9,white male,8
city,omaha / council bluffs,NE,-96.171104,41.291736,309,467,79,40,for ltr,12,i m,12,i want,12,for someone,10,lookin for,9
city,las vegas,NV,-114.972061,35.927901,5162,1946,268,272,to suck,175,want to,110,guy looking,88,let s,77,for fun,74
city,statesboro,GA,-81.715799,32.450032,15,33,15,18,for something,4,something new,3,4 a,2,a live,2,a woman,2
city,lawton,OK,-98.387482,34.560957,24,57,38,12,looking 4,4,new to,4,a real,3,bottom hottie,3,good guy,3
city,outer banks,NC,-80.697202,36.357619,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
city,baltimore,MD,-76.620489,39.284707,2701,1051,218,154,to suck,107,want to,71,bottom looking,48,guy looking,44,a good,39
city,sierra vista,AZ,-109.754263,31.880077,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
city,san luis obispo,CA,-120.455345,35.347065,142,143,36,36,to suck,6,for fun,5,n go,5,a movie,4,a nice,4
city,owensboro,KY,-87.112823,37.745491,0,0,0,39,a gf,1,a girlfriend,1,a gur,1,a horny,1,a lady,1
city,meadville,PA,-80.157553,41.659552,0,0,0,37,3 way,2,bi f,2,f wanted,2,for 3,2,wanted for,2
city,southeast IA,IA,-94.633805,41.439109,10,24,10,79,a woman,4,a girl,3,for ltr,3,new to,3,to play,3
city,north dakota,ND,-97.462894,47.01392,0,74,0,0,a girl,2,a good,2,for someone,2,i want,2,in town,2
city,treasure coast,FL,-81.683649,30.659689,149,189,46,13,live in,7,want to,7,let s,6,to suck,6,a friend,5
city,corpus christi,TX,-97.463213,27.777,176,178,45,33,i m,12,giving head,11,m giving,11,for ltr,7,a good,6
city,tuscarawas co,OH,-81.406883,40.395881,6,14,11,45,bi f,3,for friends,3,3 way,2,9 or,2,a friend,2
city,williamsport,PA,-77.023601,41.33275,52,43,24,69,a friend,6,for fun,4,out there,4,seeking a,4,some fun,4
city,atlanta,GA,-84.07456,33.891251,7901,3263,771,809,to suck,250,want to,186,seeking a,155,guy looking,136,i want,133
city,stillwater,OK,-96.987458,36.093665,22,49,32,37,for someone,4,for fun,3,girl looking,3,hang out,3,someone special,3
city,mason city,IA,-93.260879,43.081604,36,0,0,0,discreet fun,2,fuck you,2,fun m4m,2,love not,2,male looking,2
city,bowling green,KY,-86.453985,36.887214,44,58,27,41,a good,5,i m,5,out there,4,to suck,3,wanting to,3
city,bemidji,MN,-94.822154,47.625699,,11,11,52,maybe more,4,for love,3,something new,3,for friends,2,for something,2
city,des moines,IA,-93.572173,41.672687,125,333,106,47,a good,9,for ltr,9,want to,9,long term,8,out there,8
city,oklahoma city,OK,-97.407537,35.551409,1244,825,150,73,want to,46,i want,35,to suck,34,for older,33,guy looking,29
city,northwest GA,GA,-84.040973,33.916922,37,37,0,0,seeking adventure,3,want a,3,18 28,2,bottom seeking,2,discreet bottom,2
city,lake of the ozarks,MO,-90.559045,38.139054,18,50,22,11,date nice,4,for friends,4,nice lady,4,to date,4,a good,3
city,poconos,PA,-80.024817,40.434436,0,151,0,75,a special,8,female looking,8,a friend,6,come over,6,cute married,6
city,iowa city,IA,-91.589264,41.600628,12,54,21,51,for love,6,for fun,4,have fun,4,a real,3,a woman,2
city,monroe,MI,-83.444773,41.929341,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
city,albany,NY,-73.970812,42.614852,618,417,98,56,to suck,25,want to,17,a good,16,for fun,16,guy looking,16
city,salina,KS,-97.650446,38.78359,0,0,0,38,a female,2,a woman,2,female friend,2,something new,2,00 tonight,1
city,kalispell,MT,-114.256123,48.240382,8,39,16,58,a girl,5,guy looking,4,for friends,3,for something,3,lets have,3
city,annapolis,MD,-76.594942,38.974203,73,71,41,4,guy looking,5,seeking a,4,to give,4,a nice,3,a truely,3
city,kenai peninsula,AK,-149.440311,61.108864,41,20,60,22,a friend,3,bbw looking,3,want to,3,a good,2,a nice,2
city,myrtle beach,SC,,,144,181,38,0,a friend,6,a nice,6,top m4m,6,want to,6,for someone,5
city,ashtabula,OH,-80.955313,41.730146,6,32,5,48,guy looking,3,i want,3,nice guy,3,3 way,2,a friend,2
city,cape cod / islands,MA,no_lon_found,no_lat_found,114,91,29,31,a friend,5,lookin for,5,friend and,4,fun and,4,bottom for,3
city,visalia-tulare,CA,-119.228324,36.19457,142,82,19,42,bottom looking,8,i want,6,to suck,6,a good,5,a friend,4
city,ventura county,CA,-119.146228,34.356248,957,258,57,23,want to,41,to suck,35,cock m4m,24,i want,22,let s,17
city,chautauqua,NY,-79.450523,42.187468,13,30,14,72,a girlfriend,3,curious w4w,3,or more,3,a beautiful,2,a friend,2
city,southern illinois,IL,-88.250783,42.204626,52,104,45,30,for fun,6,guy for,6,tired of,5,a friend,4,a good,4
city,indianapolis,IN,-86.132837,39.779492,1402,703,156,88,to suck,62,want to,40,i want,25,guy looking,21,a good,20
city,columbia,SC,-80.970766,34.005992,480,328,115,47,want to,28,i want,25,to suck,18,a top,13,for ltr,12
city,akron / canton,OH,-81.53999,41.128705,229,344,116,44,a good,15,want to,15,for ltr,9,let s,9,out there,9
city,kansas city,MO,-94.356728,39.035038,2159,1121,249,85,to suck,74,want to,64,i want,44,guy looking,38,want a,38
city,houma,LA,-90.732776,29.597188,14,33,11,45,something real,4,to meet,4,follow me,3,for something,3,good woman,3
city,gold country,CA,-120.107955,38.998714,46,44,16,22,for older,3,to date,3,a friend,2,a fun,2,a girlfriend,2
city,sheboygan,WI,-87.860803,43.775428,0,0,0,37,dating fwb,2,down to,2,g f,2,long term,2,looking dating,2
city,chattanooga,TN,-85.209082,35.221092,202,218,74,27,a good,11,a special,9,for fun,9,special friend,9,for someone,8
city,el paso,TX,-106.299987,31.694842,866,462,96,56,to suck,26,want to,22,guy looking,19,guy with,17,i m,17
city,augusta,GA,-82.090996,33.386041,80,162,43,33,a friend,5,black male,4,for someone,4,guy looking,4,i want,4
city,southwest KS,KS,-94.882439,39.757262,7,16,15,62,for fun,3,for someone,3,maybe more,3,something real,3,want to,3
city,twin falls,ID,-114.519536,42.456273,16,52,18,71,a girl,3,for fun,3,for someone,3,just want,3,long term,3
city,greenville / upstate,SC,-81.96902,34.888237,480,340,108,48,to suck,38,want to,19,i want,16,to play,16,for fun,15
city,oregon coast,OR,no_lon_found,no_lat_found,0,37,0,38,a woman,2,for more,2,tired of,2,4 real,1,a companion,1
city,birmingham,AL,-86.929208,33.544622,631,342,119,55,to suck,48,a good,21,want to,19,i want,16,fun m4m,13
city,appleton-oshkosh-FDL,WI,-88.464873,44.416326,62,250,88,54,long term,48,term relationship,44,a good,8,for someone,7,a friend,5
city,ithaca,NY,-76.483703,42.447373,66,73,21,79,let s,6,for fun,4,seeking a,4,a girl,3,a woman,3
city,twin tiers NY/PA,NY,no_lon_found,no_lat_found,7,25,9,73,seeking a,5,a friend,4,a girlfriend,3,curious w4w,3,for someone,3
city,stockton,CA,-121.253872,37.889849,359,177,32,25,to suck,21,want to,17,guy looking,15,a good,7,bottom looking,7
city,winchester,VA,-78.288465,39.236944,15,76,19,2,guy looking,4,man looking,4,for something,3,friends first,3,i hate,3
city,plattsburgh-adirondacks,NY,-73.447398,44.685411,0,0,0,35,a lady,2,1 experience,1,2 women,1,26 yr,1,4 friend,1
city,eastern CO,CO,-104.721607,39.510214,6,15,6,19,_ _,2,a good,2,to find,2,1 good,1,4 latina,1
city,clarksville,TN,-87.353008,36.531398,32,128,88,28,a chance,5,a friend,5,a good,5,a real,5,i want,5
city,kokomo,IN,-86.11894,40.469625,9,40,17,51,a female,2,boy looking,2,country boy,2,first time,2,for fwb,2
city,eastern CT,CT,-73.295891,42.001585,134,138,28,55,guy looking,12,good looking,7,to suck,7,want to,7,man looking,6
city,amarillo,TX,-101.895089,35.401475,156,177,102,110,a real,8,for something,8,hey you,8,lookin for,8,want a,8
city,worcester / central MA,MA,-71.896868,42.364807,289,240,69,21,want to,12,to suck,10,for ltr,9,lookin for,9,bi guy,8
city,jonesboro,AR,-90.766012,35.779183,34,55,22,27,want to,6,to suck,4,a good,3,have fun,3,i m,3
city,jacksonville,NC,-77.444847,34.720825,38,153,120,24,a good,8,out there,7,for military,6,for someone,6,some fun,5
city,potsdam-canton-massena,NY,-75.072951,44.496564,0,0,0,34,married woman,2,woman seeking,2,21 yr,1,26 year,1,4 friend,1
city,lincoln,NE,-96.692843,40.820645,38,155,0,78,out there,6,a date,5,a woman,5,maybe more,4,want a,4
city,northwest CT,CT,-73.184674,41.886811,0,36,0,36,a special,4,cute married,3,female looking,3,married female,3,special friend,3
city,baton rouge,LA,-91.080373,30.51589,415,275,91,40,to suck,14,i m,13,want to,13,top looking,11,seeking a,10
city,orlando,FL,-80.686159,28.306726,3544,1263,192,116,to suck,149,want to,97,seeking a,87,i want,73,for fun,66
city,manhattan,KS,-96.583875,39.196032,0,38,0,37,a friend,3,for someone,3,a good,2,a woman,2,bi curious,2
city,mattoon-charleston,IL,-88.247012,39.505679,0,0,0,41,new to,2,20 yr,1,22 stud,1,38 butch,1,a bestie,1
city,chico,CA,-121.572986,39.723898,57,96,23,38,guy for,4,a friend,3,a nice,3,and play,3,for someone,3
city,olympic peninsula,WA,-121.803388,47.432251,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
city,brainerd,MN,-94.099983,46.350195,5,26,5,51,for friends,3,maybe more,3,something new,3,a woman,2,and laughter,2
city,elko,NV,-115.529596,41.059414,2,15,4,72,someone to,4,just want,3,a gf,2,a girl,2,a woman,2
city,hickory / lenoir,NC,no_lon_found,no_lat_found,53,122,51,11,a good,5,mild mild,4,seeking a,4,someone to,4,don t,3
city,cleveland,OH,-81.672797,41.685744,1575,712,134,86,to suck,60,want to,57,guy looking,29,i want,29,white male,26
city,raleigh / durham / CH,NC,-78.625265,35.797692,2746,959,232,76,to suck,80,guy looking,64,want to,62,for fun,58,some fun,36
